Geneid	Chr	Start	End	Strand	Length	wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YDR019C	chrIV	484163	485365	-	1203	4069	5997	3439	4927	4017	4283	3631	3302	3205	3084
YDR020C	chrIV	485746	486444	-	699	77	113	70	92	85	98	92	107	86	85
YDR021W	chrIV	486804	488003	+	1200	78	167	91	97	80	121	93	123	127	129
YDR022C	chrIV	488072	488662	-	591	132	150	98	173	120	139	129	102	106	156
YDR023W	chrIV	489508	490896	+	1389	807	1222	978	971	993	1017	1422	1393	1215	1291
YDR024W	chrIV	491017	491502	+	486	0	0	1	3	1	6	3	0	0	0
YDR025W	chrIV	491515	492324	+	810	537	841	736	649	743	691	618	701	742	675
YDR026C	chrIV	492556	494268	-	1713	387	654	500	440	418	464	402	436	492	511
YDR027C	chrIV	494649	497318	-	2670	395	596	400	377	280	392	348	297	302	434
YDR028C	chrIV	497835	500879	-	3045	1172	1946	1202	1533	1450	1661	1449	1413	1496	1610
YDR029W	chrIV	501100	501414	+	315	25	34	36	25	21	42	38	51	55	86
YDR030C	chrIV	501753	503273	-	1521	313	487	264	482	395	509	359	265	288	286
YDR031W	chrIV	503498	503863	+	366	164	196	85	151	131	151	157	155	107	161
YDR032C	chrIV	504099	504695	-	597	849	1238	639	1429	1137	1141	1018	1218	1196	1159
YDR033W	chrIV	508147	509109	+	963	1246	1831	1043	1158	1231	1106	1004	939	884	766
YDR034C	chrIV	509737	512109	-	2373	1224	1524	908	989	612	949	598	400	473	477
YDR034C-A	chrIV	520516	520692	-	177	1	2	5	4	0	3	7	1	2	1
YDR034W-B	chrIV	521314	521469	+	156	65	86	57	149	76	132	84	209	197	236
YDR035W	chrIV	521816	522928	+	1113	3798	4102	2770	4718	3192	3307	3213	1382	1346	1244
YDR036C	chrIV	523211	524713	-	1503	308	473	300	259	245	307	335	384	404	423
YDR037W	chrIV	525440	527215	+	1776	6924	9691	6263	9415	8269	9134	7642	4852	5654	4594
YDR038C	chrIV	527422	530697	-	3276	87	109	99	124	73	106	79	99	82	84
YDR039C	chrIV	531307	534582	-	3276	59	109	36	94	53	71	28	74	65	97
YDR040C	chrIV	535192	538467	-	3276	256	448	245	339	314	408	232	385	463	704
YDR041W	chrIV	539803	540414	+	612	596	666	420	726	609	707	690	515	448	512
YDR042C	chrIV	540601	541203	-	603	15	21	15	27	15	14	18	17	19	21
YDR043C	chrIV	542674	543369	-	696	430	445	279	403	241	350	294	260	262	329
YDR044W	chrIV	546642	547628	+	987	206	262	191	192	178	180	182	251	287	276
YDR045C	chrIV	547978	548310	-	333	162	235	153	197	182	202	179	180	158	166
YDR046C	chrIV	548762	550576	-	1815	1236	1820	1269	1137	954	1094	982	808	1010	939
YDR047W	chrIV	551860	552948	+	1089	269	451	284	414	463	499	504	414	556	509
YDR048C	chrIV	553084	553398	-	315	0	0	0	0	0	0	0	0	0	1
YDR049W	chrIV	553254	555152	+	1899	193	287	235	208	231	223	216	219	310	344
YDR050C	chrIV	555726	556472	-	747	5892	8104	5237	11115	11241	9645	10390	8773	8159	7890
YDR051C	chrIV	557056	558060	-	1005	398	557	398	581	538	500	585	462	449	430
YDR052C	chrIV	558511	560625	-	2115	213	209	169	204	161	199	176	192	201	293
YDR053W	chrIV	560249	560644	+	396	1	0	1	1	1	2	0	3	0	2
YDR054C	chrIV	561440	562327	-	888	451	579	356	433	375	396	358	534	527	643
YDR055W	chrIV	563527	564861	+	1335	953	1524	1031	2014	1317	1620	997	4145	3943	2911
YDR056C	chrIV	565023	565640	-	618	386	544	367	464	479	486	506	506	463	454
YDR057W	chrIV	565927	567555	+	1629	304	410	247	351	229	313	254	276	307	328
YDR058C	chrIV	567723	568703	-	981	181	235	122	267	202	229	215	128	181	219
YDR059C	chrIV	569234	569770	-	537	360	490	294	461	346	405	331	347	273	322
YDR060W	chrIV	570649	573726	+	3078	297	561	555	494	502	573	604	547	570	473
YDR061W	chrIV	574164	575783	+	1620	475	634	428	606	573	677	593	622	640	719
YDR062W	chrIV	576474	578159	+	1686	511	769	570	685	620	551	619	741	669	716
YDR063W	chrIV	578663	579112	+	450	378	495	345	534	494	522	503	416	400	393
YDR064W	chrIV	579458	580452	+	995	991	1450	1304	1344	1442	1346	1497	1639	1478	1390
YDR065W	chrIV	580687	581784	+	1098	55	107	53	36	57	80	59	104	89	133
YDR066C	chrIV	581908	582498	-	591	81	108	80	98	87	91	96	110	103	112
YDR067C	chrIV	582791	583465	-	675	451	557	299	341	268	368	255	221	217	241
YDR068W	chrIV	583713	584645	+	933	579	947	609	683	770	800	869	724	727	772
YDR069C	chrIV	584939	587719	-	2781	270	376	210	286	191	275	213	237	330	448
YDR070C	chrIV	588098	588379	-	282	339	475	187	1306	575	921	362	199	263	298
YDR071C	chrIV	588827	589402	-	576	615	855	493	735	590	756	786	874	808	1052
YDR072C	chrIV	589761	591344	-	1584	695	915	529	793	579	708	537	765	619	697
YDR073W	chrIV	592439	592948	+	510	100	163	79	174	90	125	90	108	90	111
YDR074W	chrIV	593893	596583	+	2691	1772	2973	1321	2650	1531	2159	1465	2014	2250	3958
YDR075W	chrIV	597156	598082	+	927	130	172	118	109	91	103	95	126	113	100
YDR076W	chrIV	598468	599688	+	1221	168	207	119	166	123	162	123	91	98	129
YDR077W	chrIV	600793	601809	+	1017	12554	20824	11459	13407	11102	10087	7544	18092	16091	15880
YDR078C	chrIV	602198	602869	-	672	127	159	90	166	123	155	131	80	84	91
YDR079W	chrIV	603064	603399	+	336	139	195	131	217	182	236	245	191	217	215
YDR079C-A	chrIV	603593	603811	-	219	93	137	98	152	124	156	134	109	108	93
YDR080W	chrIV	604008	606986	+	2979	596	779	408	384	258	364	225	250	256	339
YDR081C	chrIV	607304	610081	-	2778	337	496	263	298	223	280	203	260	231	282
YDR082W	chrIV	610441	611925	+	1485	290	401	224	220	181	225	201	177	239	308
YDR083W	chrIV	612073	613251	+	1179	88	194	157	161	167	172	227	224	242	188
YDR084C	chrIV	613405	614004	-	600	132	187	135	195	144	195	141	164	176	140
YDR085C	chrIV	614288	616150	-	1863	1053	1584	760	1153	639	964	690	806	785	1091
YDR086C	chrIV	616928	617170	-	243	637	791	518	720	615	665	610	675	611	586
YDR087C	chrIV	617470	618306	-	837	208	335	297	367	366	452	477	436	485	459
YDR088C	chrIV	618497	619645	-	1149	314	465	318	457	333	367	360	367	380	491
YDR089W	chrIV	622112	624721	+	2610	433	529	294	362	249	322	336	192	199	311
YDR090C	chrIV	625066	625998	-	933	297	345	221	215	185	194	150	191	196	252
YDR091C	chrIV	626708	628534	-	1827	275	429	286	207	224	295	271	382	354	320
YDR092W	chrIV	629876	630605	+	730	276	412	268	413	306	330	258	301	304	320
YDR093W	chrIV	631282	636120	+	4839	389	588	453	406	404	450	306	348	388	409
YDR094W	chrIV	635840	636175	+	336	0	0	0	0	0	0	0	0	0	0
YDR095C	chrIV	636117	636527	-	411	6	14	8	7	11	14	8	5	5	3
YDR096W	chrIV	637139	639823	+	2685	278	426	213	299	171	257	216	218	205	305
YDR097C	chrIV	640109	643837	-	3729	166	270	170	188	185	228	197	305	272	305
YDR098C	chrIV	644178	644930	-	753	791	1033	754	800	820	997	1114	1021	958	1084
YDR099W	chrIV	652781	654428	+	1648	1487	2149	1069	1488	1101	1326	1107	1715	1587	2032
YDR100W	chrIV	655013	655444	+	432	250	285	133	296	132	226	149	131	158	176
YDR101C	chrIV	655686	657467	-	1782	295	491	337	373	358	430	396	493	472	372
YDR102C	chrIV	657648	657980	-	333	4	15	3	10	1	8	5	11	10	16
YDR103W	chrIV	658350	661103	+	2754	608	921	645	683	579	896	587	651	795	1024
YDR104C	chrIV	661173	664910	-	3738	310	471	323	300	285	311	311	284	357	439
YDR105C	chrIV	665349	666770	-	1422	550	783	514	603	437	529	380	309	350	399
YDR106W	chrIV	667004	667858	+	855	61	74	54	55	36	41	38	19	28	25
YDR107C	chrIV	669016	671034	-	2019	281	308	164	217	132	182	138	103	134	161
YDR108W	chrIV	671269	673365	+	2097	214	262	149	189	107	156	104	117	131	150
YDR109C	chrIV	673520	675667	-	2148	362	538	365	334	276	367	334	291	332	408
YDR110W	chrIV	676102	677802	+	1701	364	578	333	400	298	401	306	273	272	322
YDR111C	chrIV	678241	679764	-	1524	235	275	176	207	181	209	190	134	154	173
YDR112W	chrIV	679544	679852	+	309	1	1	0	5	0	2	4	1	4	1
YDR113C	chrIV	680496	681617	-	1122	113	179	114	133	118	133	167	162	136	207
YDR114C	chrIV	681924	682226	-	303	4	4	2	5	2	5	2	4	1	1
YDR115W	chrIV	682175	682492	+	318	81	132	62	116	104	106	105	130	123	151
YDR116C	chrIV	682724	683581	-	858	167	231	140	225	197	208	197	275	244	275
YDR117C	chrIV	683946	685643	-	1698	349	467	315	278	270	292	263	322	318	401
YDR118W	chrIV	685882	687840	+	1959	140	168	122	124	105	127	89	88	79	132
YDR118W-A	chrIV	687768	687884	+	117	5	8	3	6	1	5	2	3	2	4
YDR119W	chrIV	688227	690533	+	2307	471	647	397	419	345	423	350	295	337	367
YDR119W-A	chrIV	691014	691214	+	201	609	685	206	1146	335	621	206	136	132	152
YDR120C	chrIV	691549	693261	-	1713	574	1029	728	518	471	508	472	403	410	350
YDR121W	chrIV	693585	694175	+	591	168	272	222	327	253	289	300	223	200	215
YDR122W	chrIV	694700	697894	+	3195	904	1330	832	1270	955	1117	932	788	678	887
YDR123C	chrIV	698554	699468	-	915	248	379	252	233	184	240	164	284	351	385
YDR124W	chrIV	700315	701289	+	975	223	311	180	214	131	170	165	122	175	179
YDR125C	chrIV	701397	702758	-	1362	177	246	157	126	94	131	125	129	140	139
YDR126W	chrIV	703234	704244	+	1011	1432	1756	1264	1321	868	1004	687	349	344	268
YDR127W	chrIV	704484	709250	+	4767	4393	6381	4398	5465	4294	4826	4271	2407	2620	2285
YDR128W	chrIV	709549	712995	+	3447	609	931	589	568	458	611	527	495	521	641
YDR129C	chrIV	713340	715379	-	2040	2550	3681	2258	3457	3133	3633	3423	2425	2613	2851
YDR130C	chrIV	715747	716622	-	876	156	234	159	206	192	210	212	215	208	249
YDR131C	chrIV	716790	718460	-	1671	179	217	134	150	91	158	108	121	152	170
YDR132C	chrIV	718816	720303	-	1488	180	246	103	143	116	175	133	136	189	232
YDR133C	chrIV	720962	721297	-	336	891	1275	433	1191	616	625	294	372	383	516
YDR135C	chrIV	723004	727551	-	4548	1767	2625	1616	1994	1786	2050	1596	1563	1658	1754
YDR136C	chrIV	727711	728283	-	573	5	7	0	6	1	5	1	1	1	0
YDR137W	chrIV	728259	730250	+	1992	437	588	372	403	356	418	378	338	385	465
YDR138W	chrIV	730578	732836	+	2259	258	398	239	202	140	190	159	198	172	186
YDR139C	chrIV	733618	733924	-	307	146	236	149	147	141	143	142	206	261	196
YDR140W	chrIV	734138	734803	+	666	232	290	198	250	182	211	231	198	175	234
YDR141C	chrIV	734901	739997	-	5097	527	701	415	469	363	550	477	472	494	651
YDR142C	chrIV	740473	741600	-	1128	217	253	166	188	132	178	114	164	161	233
YDR143C	chrIV	742042	743874	-	1833	158	237	148	151	122	147	105	173	153	160
YDR144C	chrIV	744311	746101	-	1791	97	135	129	89	113	158	131	135	139	153
YDR145W	chrIV	746738	748357	+	1620	385	530	328	353	322	355	334	440	427	504
YDR146C	chrIV	748613	750742	-	2130	217	269	189	314	213	234	279	277	248	338
YDR147W	chrIV	751631	753235	+	1605	421	485	334	295	227	318	274	263	243	273
YDR148C	chrIV	753675	755066	-	1392	759	1132	545	1062	969	1070	1021	867	945	983
YDR149C	chrIV	755555	756262	-	708	2	0	0	0	0	0	0	0	2	0
YDR150W	chrIV	755628	763874	+	8247	772	1207	731	915	780	902	829	817	783	857
YDR151C	chrIV	764178	765155	-	978	360	512	258	518	344	537	336	492	702	1126
YDR152W	chrIV	765706	766503	+	798	314	451	334	395	306	450	346	512	560	625
YDR153C	chrIV	766736	767971	-	1236	438	592	401	451	354	444	409	448	425	427
YDR154C	chrIV	768403	768753	-	351	69	98	53	132	94	101	90	60	63	47
YDR155C	chrIV	768512	769000	-	489	2171	3062	1683	3175	2845	2446	2109	2416	2434	2345
YDR156W	chrIV	769525	769938	+	414	125	156	114	257	165	159	97	190	151	175
YDR157W	chrIV	769931	770332	+	402	3	4	0	12	4	9	8	17	13	9
YDR158W	chrIV	770357	771454	+	1098	5084	6330	3754	5017	3949	4368	3738	2447	2778	2613
YDR159W	chrIV	771877	775782	+	3906	286	477	304	324	287	320	250	268	300	339
YDR160W	chrIV	776163	778721	+	2559	329	482	269	232	243	325	317	292	283	323
YDR161W	chrIV	779043	780206	+	1164	232	377	302	385	369	443	455	388	440	402
YDR162C	chrIV	780390	781100	-	711	366	464	330	338	261	320	258	269	248	249
YDR163W	chrIV	781423	781950	+	528	238	354	299	280	210	289	238	235	206	213
YDR164C	chrIV	782041	784215	-	2175	238	422	220	254	233	281	255	319	314	409
YDR165W	chrIV	784871	786205	+	1335	194	296	225	243	182	241	211	225	192	170
YDR166C	chrIV	786306	789221	-	2916	307	394	278	261	220	337	248	279	271	388
YDR167W	chrIV	789449	790069	+	621	255	413	294	538	392	390	352	271	260	270
YDR168W	chrIV	790328	791848	+	1521	506	752	403	441	385	564	492	683	627	828
YDR169C	chrIV	792348	793889	-	1542	294	487	321	327	274	316	259	397	444	609
YDR169C-A	chrIV	794574	794723	-	150	6	7	7	8	9	8	7	7	6	7
YDR170C	chrIV	796193	802222	-	6030	909	1550	1011	1328	1289	1174	1238	1086	1116	1288
YDR171W	chrIV	806621	807748	+	1128	4559	7169	3687	9777	6333	9036	5284	11995	12661	19821
YDR172W	chrIV	808324	810381	+	2058	1342	2037	1485	3073	1735	1888	1792	7758	6479	7648
YDR173C	chrIV	810565	811632	-	1068	841	1028	646	1682	873	1038	885	2698	2174	2562
YDR174W	chrIV	812110	812850	+	741	740	1129	773	989	828	801	893	826	749	870
YDR175C	chrIV	813193	814152	-	960	302	501	331	467	420	440	583	429	488	532
YDR176W	chrIV	814452	816560	+	2109	417	554	409	569	414	465	473	403	433	521
YDR177W	chrIV	816878	817525	+	648	726	1104	731	1391	1176	1094	1218	902	855	914
YDR178W	chrIV	817950	818495	+	546	470	757	369	555	423	520	420	627	627	697
YDR179C	chrIV	818708	819196	-	489	55	71	29	41	33	64	53	64	67	100
YDR179W-A	chrIV	819433	820824	+	1392	149	186	100	106	82	113	62	84	122	134
YDR180W	chrIV	821295	825776	+	4482	170	245	143	128	84	150	145	115	118	160
YDR181C	chrIV	825910	827355	-	1446	205	312	187	185	175	186	199	214	225	276
YDR182W	chrIV	827582	829057	+	1476	356	512	295	310	284	341	328	368	396	468
YDR182W-A	chrIV	829151	829354	+	204	28	26	23	35	12	25	19	11	9	12
YDR183W	chrIV	829585	830277	+	693	91	170	103	122	119	120	128	128	151	159
YDR183C-A	chrIV	830397	830654	-	258	8	12	7	5	9	14	11	5	9	10
YDR184C	chrIV	830629	831513	-	885	98	142	88	99	71	139	85	183	172	193
YDR185C	chrIV	831934	832473	-	540	107	126	87	136	90	116	82	94	81	69
YDR186C	chrIV	832859	835492	-	2634	927	1455	795	979	725	914	620	866	954	1204
YDR187C	chrIV	836228	836746	-	519	11	16	15	6	5	7	2	2	3	3
YDR188W	chrIV	836421	838061	+	1641	765	1124	770	963	793	825	754	845	743	766
YDR189W	chrIV	838392	840392	+	2001	392	563	350	471	442	501	479	499	511	609
YDR190C	chrIV	840604	841995	-	1392	440	632	417	570	485	540	544	660	611	625
YDR191W	chrIV	842337	843449	+	1113	89	121	75	99	82	76	83	103	121	138
YDR192C	chrIV	843569	844861	-	1293	79	91	73	107	88	75	73	116	104	116
YDR193W	chrIV	844554	844952	+	399	1	1	0	0	1	0	0	0	0	0
YDR194C	chrIV	845952	847946	-	1995	751	1134	673	669	629	743	937	900	738	864
YDR194W-A	chrIV	848071	848223	+	153	0	2	0	1	1	1	0	2	0	2
YDR195W	chrIV	848599	850200	+	1602	289	395	293	265	221	275	266	252	218	287
YDR196C	chrIV	850274	850999	-	726	421	606	395	529	398	522	500	397	427	441
YDR197W	chrIV	851228	852397	+	1170	179	267	159	201	165	227	169	165	172	207
YDR198C	chrIV	852533	853972	-	1440	186	256	149	161	144	203	139	154	175	181
YDR199W	chrIV	854175	854540	+	366	7	6	2	3	2	1	2	2	9	0
YDR200C	chrIV	854279	856093	-	1815	138	205	124	127	83	111	128	142	127	213
YDR201W	chrIV	856317	856814	+	498	91	103	98	92	84	126	112	101	99	113
YDR202C	chrIV	856898	857953	-	1056	268	391	206	391	211	374	237	299	369	443
YDR203W	chrIV	857682	857999	+	318	0	0	0	0	0	1	0	0	0	0
YDR204W	chrIV	858137	859144	+	1008	484	701	460	814	766	805	660	591	613	703
YDR205W	chrIV	859346	861520	+	2175	407	564	349	392	355	384	330	258	225	316
YDR206W	chrIV	862054	864708	+	2655	494	692	430	431	361	451	350	318	387	403
YDR207C	chrIV	865012	867522	-	2511	222	422	308	239	248	202	234	246	250	321
YDR208W	chrIV	868224	870563	+	2340	377	536	289	374	294	379	272	379	447	630
YDR209C	chrIV	871036	871449	-	414	211	254	109	146	168	250	180	203	235	286
YDR210W	chrIV	871074	871301	+	228	0	0	0	0	0	0	0	0	0	0
YDR211W	chrIV	884727	886865	+	2139	788	1192	731	833	710	912	814	1046	1080	1127
YDR212W	chrIV	887232	888911	+	1680	765	1145	713	806	833	850	864	833	831	899
YDR213W	chrIV	889751	892492	+	2742	165	276	200	194	184	227	148	220	241	292
YDR214W	chrIV	892875	893927	+	1053	2545	4337	2336	2844	2861	3482	2359	3560	4665	4813
YDR215C	chrIV	894089	894502	-	414	9	20	15	32	20	18	13	11	21	21
YDR216W	chrIV	895035	899006	+	3972	588	991	389	667	500	779	586	1077	1203	2201
YDR217C	chrIV	899551	903480	-	3930	285	424	311	219	187	270	248	280	305	358
YDR218C	chrIV	903781	905052	-	1272	14	25	18	22	16	10	20	50	76	77
YDR219C	chrIV	905455	906852	-	1398	281	329	182	251	207	263	201	214	201	312
YDR220C	chrIV	907000	907293	-	294	1	1	3	1	1	2	0	1	2	5
YDR221W	chrIV	907330	909438	+	2109	424	680	507	527	502	565	472	457	476	533
YDR222W	chrIV	910054	911301	+	1248	170	244	147	275	235	332	236	135	230	198
YDR223W	chrIV	912099	913502	+	1404	177	223	147	167	118	155	121	165	167	128
YDR224C	chrIV	914317	914712	-	396	1480	1595	1039	1545	1024	1160	1474	1874	1410	1640
YDR225W	chrIV	915530	915928	+	399	1391	1601	800	1963	1006	1155	1085	1598	1247	1428
YDR226W	chrIV	916486	917154	+	669	967	1552	943	1526	1538	1489	1600	1483	1486	1484
YDR227W	chrIV	917571	921647	+	4077	264	383	242	304	238	318	239	277	333	409
YDR228C	chrIV	921926	923806	-	1881	303	427	311	295	241	295	298	199	180	184
YDR229W	chrIV	924785	926146	+	1362	347	515	283	481	385	429	391	330	365	382
YDR230W	chrIV	926223	926570	+	348	24	10	17	28	22	27	22	16	16	15
YDR231C	chrIV	926293	926910	-	618	96	149	84	201	172	178	156	143	142	142
YDR232W	chrIV	927452	929098	+	1647	536	789	480	660	495	590	435	678	702	729
YDR233C	chrIV	929470	930357	-	888	556	946	573	965	674	721	703	787	644	811
YDR234W	chrIV	931129	933210	+	2082	761	1089	766	756	601	694	509	481	612	479
YDR235W	chrIV	933504	935138	+	1635	278	343	215	206	149	215	212	161	159	218
YDR236C	chrIV	935236	935892	-	657	194	225	180	174	153	163	146	138	147	158
YDR237W	chrIV	936615	937493	+	879	205	308	227	350	393	372	482	471	439	442
YDR238C	chrIV	937895	940816	-	2922	1019	1358	885	1117	1093	1072	1192	1298	1215	1398
YDR239C	chrIV	941057	943420	-	2364	413	668	453	433	393	435	403	337	397	443
YDR240C	chrIV	943674	945152	-	1479	137	172	101	131	119	166	151	127	161	211
YDR241W	chrIV	945151	945438	+	288	8	10	3	5	5	10	15	9	12	6
YDR242W	chrIV	946807	948456	+	1650	1019	1437	946	809	497	645	403	393	433	389
YDR243C	chrIV	948518	950284	-	1767	421	554	353	364	233	315	237	271	264	346
YDR244W	chrIV	950563	952401	+	1839	721	995	570	899	629	816	540	527	524	682
YDR245W	chrIV	952800	953981	+	1182	506	717	488	524	488	571	532	512	571	645
YDR246W	chrIV	954288	954947	+	660	229	318	212	276	245	271	256	334	291	390
YDR246W-A	chrIV	955133	955333	+	201	35	42	33	73	65	65	36	45	55	43
YDR247W	chrIV	956013	957398	+	1386	328	534	253	744	482	673	398	372	337	510
YDR248C	chrIV	957758	958339	-	582	286	340	196	323	281	330	281	284	261	228
YDR249C	chrIV	958681	959802	-	1122	100	164	89	104	74	93	67	112	117	143
YDR250C	chrIV	960086	960361	-	276	6	10	6	3	2	2	1	6	3	9
YDR251W	chrIV	960614	963106	+	2493	652	835	496	631	430	540	481	609	664	975
YDR252W	chrIV	963412	963861	+	450	29	39	39	34	27	35	26	53	36	60
YDR253C	chrIV	963990	964565	-	576	811	1078	698	262	338	373	554	611	200	1370
YDR254W	chrIV	965113	966489	+	1377	286	354	197	246	168	237	190	153	180	206
YDR255C	chrIV	966557	967822	-	1266	340	526	339	280	279	298	256	290	273	435
YDR256C	chrIV	968133	969680	-	1548	143	172	123	190	122	141	103	110	99	162
YDR257C	chrIV	969990	971474	-	1485	450	627	417	368	292	362	376	310	277	288
YDR258C	chrIV	971808	974243	-	2436	5022	8351	4025	7696	5956	8582	5651	7826	9956	13827
YDR259C	chrIV	974631	975782	-	1152	110	148	89	86	66	94	66	98	102	96
YDR260C	chrIV	976717	977229	-	513	159	238	177	149	169	174	168	145	153	142
YDR261C	chrIV	977521	979209	-	1689	812	1145	706	846	704	763	639	631	620	628
YDR262W	chrIV	993134	993952	+	819	417	589	361	560	383	484	367	419	435	531
YDR263C	chrIV	994242	995534	-	1293	45	83	41	64	40	60	47	58	72	97
YDR264C	chrIV	996029	998323	-	2295	862	1266	745	778	648	791	576	699	720	889
YDR265W	chrIV	998864	999877	+	1014	309	396	260	321	278	287	236	250	228	267
YDR266C	chrIV	1000104	1002023	-	1920	212	354	246	230	217	266	212	264	297	388
YDR267C	chrIV	1002510	1003502	-	993	349	543	390	314	297	324	324	278	297	296
YDR268W	chrIV	1004004	1005143	+	1140	339	527	285	308	246	262	343	277	295	339
YDR269C	chrIV	1005665	1005988	-	324	0	0	0	0	0	0	0	0	0	0
YDR270W	chrIV	1005675	1008689	+	3015	177	292	162	170	148	157	144	169	196	192
YDR271C	chrIV	1008395	1008766	-	372	0	0	0	0	0	0	0	0	0	0
YDR272W	chrIV	1009010	1009834	+	825	606	916	560	893	1002	1010	1018	881	911	923
YDR273W	chrIV	1010176	1011273	+	1098	240	316	206	449	320	385	249	116	128	175
YDR274C	chrIV	1011589	1011960	-	372	36	39	43	33	30	29	36	42	36	50
YDR275W	chrIV	1012252	1012959	+	708	249	408	294	330	300	338	210	210	225	245
YDR276C	chrIV	1013476	1013643	-	168	864	1149	718	1075	683	945	682	960	805	911
YDR277C	chrIV	1014401	1015702	-	1302	788	1390	620	1788	934	1707	811	1135	1160	1359
YDR278C	chrIV	1017001	1017318	-	318	3	4	1	5	2	2	2	0	2	1
YDR279W	chrIV	1019368	1020420	+	1053	203	320	195	232	205	235	294	211	213	276
YDR280W	chrIV	1020747	1021664	+	918	228	356	245	295	276	300	256	300	326	320
YDR281C	chrIV	1022007	1022321	-	315	25	32	11	26	14	14	14	21	21	33
YDR282C	chrIV	1023511	1024755	-	1245	164	271	174	175	188	212	234	234	252	332
YDR283C	chrIV	1025070	1030049	-	4980	1053	1727	1105	1037	921	1064	941	630	679	771
YDR284C	chrIV	1030550	1031419	-	870	1013	1096	771	1597	1100	1286	1152	912	841	848
YDR285W	chrIV	1032436	1035063	+	2628	132	174	121	153	121	140	128	104	92	144
YDR286C	chrIV	1035231	1035575	-	345	71	108	50	66	64	79	77	81	73	79
YDR287W	chrIV	1035995	1036873	+	879	381	570	398	399	421	405	483	415	469	445
YDR288W	chrIV	1037195	1038106	+	912	376	540	316	442	314	431	343	202	229	287
YDR289C	chrIV	1038280	1039509	-	1230	156	284	183	212	218	274	286	255	288	354
YDR290W	chrIV	1039370	1039699	+	330	0	0	0	0	0	1	0	0	0	0
YDR291W	chrIV	1039728	1042961	+	3234	269	354	251	216	202	275	227	265	276	279
YDR292C	chrIV	1043146	1045011	-	1866	415	607	408	408	389	425	500	548	632	651
YDR293C	chrIV	1045640	1049392	-	3753	1412	1895	1010	1506	947	1156	990	1157	1074	1295
YDR294C	chrIV	1050459	1052228	-	1770	1092	1519	1069	1973	1456	1627	1124	1057	1095	1122
YDR295C	chrIV	1052623	1054647	-	2025	318	545	284	344	314	377	352	298	369	511
YDR296W	chrIV	1055212	1055892	+	681	326	439	305	511	527	499	509	454	422	447
YDR297W	chrIV	1056551	1057600	+	1050	478	758	380	670	444	597	430	513	557	637
YDR298C	chrIV	1058176	1058814	-	639	609	933	444	936	679	771	884	929	850	793
YDR299W	chrIV	1059627	1061231	+	1605	150	273	208	234	204	277	266	259	276	253
YDR300C	chrIV	1061505	1062791	-	1287	214	345	281	297	297	311	311	399	412	421
YDR301W	chrIV	1063352	1067425	+	4074	520	731	537	487	387	459	368	315	343	428
YDR302W	chrIV	1067731	1068390	+	660	105	165	102	109	110	113	112	114	115	112
YDR303C	chrIV	1068729	1071386	-	2658	194	195	109	141	105	187	133	93	98	126
YDR304C	chrIV	1071880	1072557	-	678	855	1212	746	1243	1174	1113	1061	960	940	954
YDR305C	chrIV	1072746	1073488	-	743	303	447	272	487	341	432	364	257	245	262
